Id,BusinessName,RealCategory,Category,Address,City,State,PostalCode,Country,Phone,Email,Website,Latitude,Longitude,MapsLink,DetailsLink
"ChIJ0VInh6VrKxURyxhUJ1YTwWA","Şifadent Ağız ve Diş Sağlığı Polikliniği | Kayseri Diş Hastanesi | İmplant Kliniği","Dentist","Dentist","Beyazşehir Mah.Gesi Cad, Aslan Konakları, Beyazşehir, 824. Sk. No:1 B Blok, 38080 Kocasinan/Kayseri, Türkiye","","Kayseri","38080","Türkiye","0553 943 99 38","","https://sifadent.com.tr/","38.7782448","35.5802139","https://www.google.com/maps/place/?q=place_id:ChIJ0VInh6VrKxURyxhUJ1YTwWA",""
"ChIJawg4la8_xxQR_Bj9DlJ0NhE","Merkez Dis","Dentist","Dentist","Sırakapılar, Saltak Cd. No: 54, 20010 Merkez/Denizli, Türkiye","","Denizli","20010","Türkiye","(0258) 264 30 83","","http://www.merkezdisklinigi.com/","37.7799072","29.0821788","https://www.google.com/maps/place/?q=place_id:ChIJawg4la8_xxQR_Bj9DlJ0NhE",""
"ChIJ22tn87kMcEARIYLkhgNXP4E","ERZİNCAN MİGROS SATIŞ MAĞAZASI","Dentist","Dentist","Yenimahalle Mahallesi, Yeni Mahalle Cami, Yeni Mh, 24060 Erzincan Merkez/Erzincan, Türkiye","","Erzincan","24060","Türkiye","0850 310 2119","","http://www.migros.com.tr/","39.7549126","39.491729","https://www.google.com/maps/place/?q=place_id:ChIJ22tn87kMcEARIYLkhgNXP4E",""
"ChIJXePE9K-RwxQRDpOYeORLtuE","Diamond Dental Antalya | Diş Hekimi - Diş Polikliniği | Implant, Veneer, Crowns Dentist","Dentist","Dentist","Molla Yusuf, Uncalı Cd. No: 54 D, 07800 Konyaaltı/Antalya, Türkiye","","Antalya","07800","Türkiye","0543 388 85 78","info@diamonddentalantalya.com","https://diamonddentalantalya.com/","36.8896881","30.6253998","https://www.google.com/maps/place/?q=place_id:ChIJXePE9K-RwxQRDpOYeORLtuE",""
"ChIJOYlh7uZ3aEARcdFTfAQZKX4","Diş Hekimi Yeşim Ayık","Dentist","Dentist","ÇARŞI MAH, Tekel Sk. ÖZERLER APT, 08000 Artvin Merkez/Artvin, Türkiye","","Artvin","08000","Türkiye","(0466) 212 25 26","","https://maps.google.com/?cid=9090824829880488305","41.179423","41.818863","https://www.google.com/maps/place/?q=place_id:ChIJOYlh7uZ3aEARcdFTfAQZKX4",""
"ChIJ0-lA_dCJCkARQdShHK4ewus","Diş Hekimi Kerim Baran Sevinç","Dentist","Dentist","13 Mart Mahallesi 8. Sokak MARDEM İŞ MERKEZİ, Berivan Et Lokantası çaprazı, 13 Mart, Beyti Ocakbaşı Karşısı KAT:4 NO:16, 47200 Artuklu/Mardin, Türkiye","","Mardin","47200","Türkiye","0542 423 45 34","","https://maps.google.com/?cid=16988174477548442689","37.3229041","40.7240073","https://www.google.com/maps/place/?q=place_id:ChIJ0-lA_dCJCkARQdShHK4ewus",""
"ChIJobqMZlM_xxQRWySM23TugHE","Ünlü Akademi Diş Polikliniği","Dentist","Dentist","Sırakapılar, 506. Sk. No:12, 20010 Denizli Merkezefendi/Denizli, Türkiye","","Denizli","20010","Türkiye","(0258) 265 75 85","","https://maps.google.com/?cid=8178799108971832411","37.7824523","29.0807423","https://www.google.com/maps/place/?q=place_id:ChIJobqMZlM_xxQRWySM23TugHE",""
"ChIJj_kBjHlbnEARiFxC4P67Aus","Dt. Ebru Araz Diş Kliniği","Dentist","Dentist","Müftü, Erdemir Cd. No:54/1, 67300 Ereğli/Zonguldak, Türkiye","","Zonguldak","67300","Türkiye","0850 474 6337","","http://www.dentaraz.com/","41.2755467","31.4309084","https://www.google.com/maps/place/?q=place_id:ChIJj_kBjHlbnEARiFxC4P67Aus",""
"ChIJPTJJP5IJxkcRP6My4w-6EFA","Dental Practice Stadhouderskade","Dentist","Dentist","Stadhouderskade 92, 1073 AV Amsterdam, Netherlands","Amsterdam","Noord-Holland","1073 AV","Netherlands","020 662 7259","afspraak@xs4all.nl","https://www.tandartspraktijk.amsterdam/","52.357612","4.895663","https://www.google.com/maps/place/?q=place_id:ChIJPTJJP5IJxkcRP6My4w-6EFA",""
"ChIJ4zw_r_lRyxQRyn8zzxgVpug","Kocaeli İzmit SARIDAĞ DENTAL AKADEMİ AĞIZ ve DİŞ SAĞLIĞI POLİKLİNİĞİ","Dentist","Dentist","Alikahya Fatih Mahallesi, Seymen Caddesi, Muhabbet Sokak Birlik İş Merkezi, A1 Blok Kat1, Alikahya Fatih, 41050 İzmit/Kocaeli, Türkiye","","Kocaeli","41050","Türkiye","0552 604 82 41","info@saridagdentalakademi.com","https://www.saridagdentalakademi.com/","40.7755129","29.9786866","https://www.google.com/maps/place/?q=place_id:ChIJ4zw_r_lRyxQRyn8zzxgVpug",""
"ChIJHYE6J_bZuxQRmOZ2jBnCCUk","Diş Hekimi Ülkü Sevinç Dental Medical Esthetic","Dentist","Dentist","NOVUS TOWER, Adalet, Şht. Polis Fethi Sekin Cd No:4 Kat:9 D:91, 35530 Bayraklı/İzmir, Türkiye","","İzmir","35530","Türkiye","0543 543 90 16","","http://www.dishekimiulkusevinc.com.tr/","38.4509046","27.1784338","https://www.google.com/maps/place/?q=place_id:ChIJHYE6J_bZuxQRmOZ2jBnCCUk",""
"ChIJI1kTVSfpZ0ARjE0dVGzhVRs","Ermiş Dental Klinik | Dt. Melike ERMİŞ & Dt. Enes ERMİŞ","Dentist","Dentist","Merkez Mahalle, İskele Caddesi, Tekbaş Apartmanı, Kat:1 Daire Numarası:1, Merkez, 08400 Borçka/Artvin, Türkiye","","Artvin","08400","Türkiye","0542 118 03 47","","https://maps.google.com/?cid=1969728267428384140","41.3631982","41.6769822","https://www.google.com/maps/place/?q=place_id:ChIJI1kTVSfpZ0ARjE0dVGzhVRs",""
"ChIJiXWKCJyPCkARtU-QHKrkcy0","Diş hekimi mahsum akaslan","Dentist","Dentist","has simit üstü, 13 Mart, Vali Ozan Cd. Özçelik apartmanı kat1 no 2, 47100 Artuklu/Mardin, Türkiye","","Mardin","47100","Türkiye","0505 703 88 58","","https://maps.google.com/?cid=3275212773303275445","37.3236478","40.72211790000001","https://www.google.com/maps/place/?q=place_id:ChIJiXWKCJyPCkARtU-QHKrkcy0",""
"ChIJa9--UEMhLxURcoPLUpifnP0","Özel DENTisTEK Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Alibeyli, Dr. Ahmet Alkan Cd. No:63/A, 80000 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80000","Türkiye","0554 675 03 00","","https://www.doktortakvimi.com/gun-burak-tek","37.0709344","36.2507395","https://www.google.com/maps/place/?q=place_id:ChIJa9--UEMhLxURcoPLUpifnP0",""
"ChIJvZ53AadNZkARqbk9Umk83SA","Fındıklı Diş Muayenehanesi","Dentist","Dentist","Sahil Mahallesi 34. Cadde No:172-A Selimoğlu Apt, Sahil, 53000 Fındıklı/Rize, Türkiye","","Rize","53000","Türkiye","(0464) 511 40 20","","http://findiklidisklinigi.com/","41.2677482","41.1369972","https://www.google.com/maps/place/?q=place_id:ChIJvZ53AadNZkARqbk9Umk83SA",""
"ChIJRykj1CU_nUARDk8Tq3KRNlw","LAÇİN AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ","Dentist","Dentist","Borazanlar, Gelincik Sk. No : 17B, 14100 Bolu Merkez/Bolu, Türkiye","","Bolu","14100","Türkiye","0533 342 58 14","","https://www.instagram.com/lacin_dis/","40.7351353","31.5891008","https://www.google.com/maps/place/?q=place_id:ChIJRykj1CU_nUARDk8Tq3KRNlw",""
"ChIJKRFmAHe3fUAROAhbA60xD0k","KLİNİKDENT Diş Polikliniği","Dentist","Dentist","Yeşilırmak, Vali Zekai Gümüşdiş Blv. No:11 D:12, 60100 Tokat Merkez/Tokat, Türkiye","","Tokat","60100","Türkiye","(0356) 214 53 33","","http://www.klinikdent.com.tr/","40.3330798","36.5499611","https://www.google.com/maps/place/?q=place_id:ChIJKRFmAHe3fUAROAhbA60xD0k",""
"ChIJPazVDb09zxQRvfLBGcxYOp8","Usdenta Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Selçuklu Mah. Adnan Kahveci Cad. No:14 Afyonkarahisar, Selçuklu, 03218 Afyonkarahisar Merkez/Afyonkarahisar, Türkiye","","Afyonkarahisar","03218","Türkiye","0543 213 65 81","","https://www.usdenta.com/","38.7771714","30.520677","https://www.google.com/maps/place/?q=place_id:ChIJPazVDb09zxQRvfLBGcxYOp8",""
"ChIJ43M-xxNfbkAR7OJzboqNtbE","Diş hekimi İrfan Buzdağlı","Dentist","Dentist","Rabia Ana, Mah. Yüzbaşı Reşit Bey Sok No:1, 25100 Yakutiye/Erzurum, Türkiye","","Erzurum","25100","Türkiye","0533 341 22 39","","https://www.erzurumozeldis.com/","39.9060856","41.2753615","https://www.google.com/maps/place/?q=place_id:ChIJ43M-xxNfbkAR7OJzboqNtbE",""
"ChIJ4yVC2j-5yhQRVbNkrD8d8ds","Orient Dental Clinic","Dentist","Dentist","Hobyar, Ankara Cd. No:9, 34110 Fatih/İstanbul, Türkiye","","İstanbul","34110","Türkiye","0507 573 82 75","","http://www.orientdentalclinic.com/","41.0118345","28.9752652","https://www.google.com/maps/place/?q=place_id:ChIJ4yVC2j-5yhQRVbNkrD8d8ds",""
"ChIJfazFs20KxkcRqNX2BZD9jkc","Tandartspraktijk Laan van Kronenburg","Dentist","Dentist","Uilenstede 512 C, 1183 DE Amstelveen, Netherlands","Amstelveen","Noord-Holland","1183 DE","Netherlands","020 811 9955","","http://www.tandartskronenburg.nl/","52.3207232","4.8775082","https://www.google.com/maps/place/?q=place_id:ChIJfazFs20KxkcRqNX2BZD9jkc",""
"ChIJ-7OcoYVlnEARHL-QpfwHiWs","Özel hacettepe medikal ve sağlık hizmetleri","Dentist","Dentist","Esenköy, abaz cad no 195 c, 67100 Zonguldak Merkez/Zonguldak, Türkiye","","Zonguldak","67100","Türkiye","0533 205 39 32","","https://maps.google.com/?cid=7748733415558528796","41.4132555","31.7099337","https://www.google.com/maps/place/?q=place_id:ChIJ-7OcoYVlnEARHL-QpfwHiWs",""
"ChIJkwr7H7whLxUR2EmUGXK26Cc","Diş Hekimi Gülten Şipal","Dentist","Dentist","Raufbey, Musa Şahin Blv. No:172 D:A, 80020 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80020","Türkiye","(0328) 826 11 11","","https://maps.google.com/?cid=2875748963247737304","37.0727278","36.2431931","https://www.google.com/maps/place/?q=place_id:ChIJkwr7H7whLxUR2EmUGXK26Cc",""
"ChIJjThknAs_nUARzslts3oDODw","DİŞ HEKİMİ GÜLSÜM TÜRKYILDIZ","Dentist","Dentist","İzzet Baysal Cad. Güzey Sok. Başboyacı Apt. Kat:1 No:1 Hayat Eczanesi Üstü, Tabaklar, 14100 Bolu Merkez/Bolu, Türkiye","","Bolu","14100","Türkiye","0532 135 24 49","","https://maps.google.com/?cid=4339222066502683086","40.730478","31.6025084","https://www.google.com/maps/place/?q=place_id:ChIJjThknAs_nUARzslts3oDODw",""
"ChIJ3W3h5h97ZkARuCp_9lSDjUc","Dr. Mehmet Ali Senyil","Dentist","Dentist","Piriçelebi, Tekir İş Hanı, 53100 Rize Merkez/Rize, Türkiye","","Rize","53100","Türkiye","(0464) 532 60 23","","https://maps.google.com/?cid=5155921549345106616","41.025044","40.5165251","https://www.google.com/maps/place/?q=place_id:ChIJ3W3h5h97ZkARuCp_9lSDjUc",""
"ChIJOaQPZ7iPCkARrjenMZnZZZM","DİŞ HEKİMİ ŞEYHMUS ETE KLİNİĞİ","Dentist","Dentist","13 mart mah. valiozan cad. okumuşlar at 108 F dükkan no55, 13 Mart, 47100 Artuklu/Mardin, Türkiye","","Mardin","47100","Türkiye","0552 644 70 47","","https://maps.google.com/?cid=10621134548209448878","37.3309113","40.7110644","https://www.google.com/maps/place/?q=place_id:ChIJOaQPZ7iPCkARrjenMZnZZZM",""
"ChIJ9UsaU2gJxkcRxzxTp2e1gsA","Dental Care East & West","Dentist","Dentist","Linnaeusstraat 28-H, 1092 CK Amsterdam, Netherlands","Amsterdam","Noord-Holland","1092 CK","Netherlands","020 668 1444","","http://dcew.nl/","52.3589961","4.9257597","https://www.google.com/maps/place/?q=place_id:ChIJ9UsaU2gJxkcRxzxTp2e1gsA",""
"ChIJ9UsaU2gJxkcRxzxTp2e1gsA","Dental Care East & West","Dentist","Dentist","Linnaeusstraat 28-H, 1092 CK Amsterdam, Netherlands","Amsterdam","Noord-Holland","1092 CK","Netherlands","020 668 1444","","http://dcew.nl/","52.3589961","4.9257597","https://www.google.com/maps/place/?q=place_id:ChIJ9UsaU2gJxkcRxzxTp2e1gsA",""
"ChIJ55IWAoOPKBURKTYX4UlG1DM","Adana Özel PrimeDent Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Reşatbey, 62001. Sk. No: 28/A, 01120 Seyhan/Adana, Türkiye","","Adana","01120","Türkiye","0539 827 74 63","info@primedentclinic.com","https://www.primedentclinic.com/","36.9957117","35.3267414","https://www.google.com/maps/place/?q=place_id:ChIJ55IWAoOPKBURKTYX4UlG1DM",""
"ChIJoXbMyBNfbkARlX-bu52ZkJk","Payveren Diş Kliniği Şahap Payveren","Dentist","Dentist","Bakırcı Mahallesi, Mumcu Cd. No:46, 25100 Yakutiye/Erzurum, Türkiye","","Erzurum","25100","Türkiye","","","https://maps.google.com/?cid=11065513187185754005","39.908911","41.270522","https://www.google.com/maps/place/?q=place_id:ChIJoXbMyBNfbkARlX-bu52ZkJk",""
"ChIJrfLkOTaTnEARIEyme-lbHlo","Diş Hekimi Övgü Malkoç Başoğlu","Dentist","Dentist","Yeni, Bozçelebi Sokak Başoğlu İş Hanı No:4, 67800 Devrek/Zonguldak, Türkiye","","Zonguldak","67800","Türkiye","(0372) 556 18 18","","https://maps.google.com/?cid=6493728771074837536","41.2192989","31.9553894","https://www.google.com/maps/place/?q=place_id:ChIJrfLkOTaTnEARIEyme-lbHlo",""
"ChIJjf8pVP0NcEARjF-o8KE-T5U","Atasoy Petşhop Atasoy petgross Erzincan","Dentist","Dentist","Şubat şehir stadyumu, Atatürk, Zeki Paşa Cd. No:13, 24180 Erzincan Merkez/Erzincan, Türkiye","","Erzincan","24180","Türkiye","0554 145 24 24","","https://www.atasoypet.com/","39.7498472","39.4975602","https://www.google.com/maps/place/?q=place_id:ChIJjf8pVP0NcEARjF-o8KE-T5U",""
"ChIJ9ysFVe96ZkARUJa2c2NyhYY","Dr. Sami Bilsen","Dentist","Dentist","Çarşı, Atatürk Cd. No:360, 53020 Rize Merkez/Rize, Türkiye","","Rize","53020","Türkiye","(0464) 217 18 73","","https://maps.google.com/?cid=9693279544453535312","41.024756","40.5180836","https://www.google.com/maps/place/?q=place_id:ChIJ9ysFVe96ZkARUJa2c2NyhYY",""
"ChIJB1KjFm0_nUARQ9I8EJnSTZ8","Dr. Rahime Dedeoglu","Dentist","Dentist","Tabaklar, Hastane Cd. No:1, 14100 Bolu Merkez/Bolu, Türkiye","","Bolu","14100","Türkiye","(0374) 215 31 79","","https://maps.google.com/?cid=11479062580081513027","40.73397569999999","31.6043561","https://www.google.com/maps/place/?q=place_id:ChIJB1KjFm0_nUARQ9I8EJnSTZ8",""
"ChIJWXfxqfrUShURmrypiF2V3eM","Dr. Mustafa Keskiner","Dentist","Dentist","Yaylacık, K:1 D:4, 47000 Merkez/Mardin, Türkiye","","Mardin","47000","Türkiye","","","https://maps.google.com/?cid=16419444045420018842","37.4179572","40.6928553","https://www.google.com/maps/place/?q=place_id:ChIJWXfxqfrUShURmrypiF2V3eM",""
"ChIJE1KV0dHlyhQRmLaod51hG3M","Özel Yalova Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","İstanbul Caddesi Cevat Aydın İş Merkezi No:4, Fevzi Çakmak, D:4, 77100 Yalova Merkez/Yalova, Türkiye","","Yalova","77100","Türkiye","(0226) 814 28 02","","http://www.yalovadis.com/","40.6556597","29.2711533","https://www.google.com/maps/place/?q=place_id:ChIJE1KV0dHlyhQRmLaod51hG3M",""
"ChIJ_y5U5nkKxkcR77JfNmMnxac","Van Gils & Lie, dentists","Dentist","Dentist","Tholenseweg 2, 1181 KE Amstelveen, Netherlands","Amstelveen","Noord-Holland","1181 KE","Netherlands","020 643 0517","","http://www.vangilsenlie.nl/","52.3141142","4.8639749","https://www.google.com/maps/place/?q=place_id:ChIJ_y5U5nkKxkcR77JfNmMnxac",""
"ChIJZ7yYkhuQwxQRX4RNafeSRu4","Dr. Barbaros Baran","Dentist","Dentist","Güzeloba, Çağlayangil Caddesi No:7/A, 07230 Muratpaşa/Antalya, Türkiye","","Antalya","07230","Türkiye","(0242) 243 41 18","","https://klinik7.com/","36.8614062","30.7828842","https://www.google.com/maps/place/?q=place_id:ChIJZ7yYkhuQwxQRX4RNafeSRu4",""
"ChIJpadh2TqTnEAR1XtVRREF1EI","Estedent Diş Kliniği","Dentist","Dentist","Yeni, Irmak Sk. No:5, 67800 Devrek/Zonguldak, Türkiye","","Zonguldak","67800","Türkiye","(0372) 556 13 30","","https://maps.google.com/?cid=4815479473301715925","41.2192518","31.9541685","https://www.google.com/maps/place/?q=place_id:ChIJpadh2TqTnEAR1XtVRREF1EI",""
"ChIJi4iHngZfbkARLlsE1XpsZ1M","Yildizkent Dis Klinigi","Dentist","Dentist","Hüseyin Avni Ulaş Mah. Atatürk Bulv. 87 Sok. Yıldızkent Toplum Sağlığı Merkezi Binası, Palandöken, Erzurum, Muratpaşa, 25100 Yakutiye/Erzurum, Türkiye","","Erzurum","25100","Türkiye","(0442) 342 71 87","","https://maps.google.com/?cid=6009891502564858670","39.9","41.2699999","https://www.google.com/maps/place/?q=place_id:ChIJi4iHngZfbkARLlsE1XpsZ1M",""
"ChIJZ8HiCK6PKBURvU6fqckODh4","Özel Adana White Dental Clinic Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Mahfesığmaz mahallesi no 89/b Cahit Memili apt. Zemin kat, Mahfesığmaz, 01170 Çukurova/Adana, Türkiye","","Adana","01170","Türkiye","0530 637 53 70","","https://maps.google.com/?cid=2165684730108792509","37.0441463","35.3098174","https://www.google.com/maps/place/?q=place_id:ChIJZ8HiCK6PKBURvU6fqckODh4",""
"ChIJSUWNjWQhLxURbkpDFGWdxss","Dt.Fatih Soner Arslan Diş Kliniği","Dentist","Dentist","Raufbey Mahallesi Adnan Menderes bulv, Lider Plaza, Raufbey, 9545. Sk. D:2 Kat:1, 80010 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80010","Türkiye","0532 258 52 08","","https://instagram.com/dt.fsa?igshid=1dfg3xwdhusfx","37.0640423","36.236909","https://www.google.com/maps/place/?q=place_id:ChIJSUWNjWQhLxURbkpDFGWdxss",""
"ChIJRTE31RISKxURw5A10UUzK7Q","Dent Dental Clinic Forum","Dentist","Dentist","Betoncular Apt, Gültepe, Mustafa Kemal Paşa Blv. D:58/A, 38030 Melikgazi/Kayseri, Türkiye","","Kayseri","38030","Türkiye","(0352) 233 60 70","","http://www.dentaforum.com.tr/","38.7203369","35.5010757","https://www.google.com/maps/place/?q=place_id:ChIJRTE31RISKxURw5A10UUzK7Q",""
"ChIJh9wur02PCkAR8UA3KT0oQds","Diş Hekimi Dr. Gökhan Özdemir - Prosthodontist / Protez Uzmanı","Dentist","Dentist","Yalım, Ümitköy Sitesi Altı B Blok 15B/2 No:50, 47100 Artuklu/Mardin, Türkiye","","Mardin","47100","Türkiye","0501 363 97 00","","https://maps.google.com/?cid=15798953210942013681","37.321928","40.7305193","https://www.google.com/maps/place/?q=place_id:ChIJh9wur02PCkAR8UA3KT0oQds",""
"ChIJpcjOvZUNxkcRcrCDgRLGhRM","The dentist of Weesp","Dentist","Dentist","Loes van Marlestraat 23, 1382 ML Weesp, Netherlands","Weesp","Noord-Holland","1382 ML","Netherlands","0294 413 303","","http://www.tandartsweesp.nl/","52.3142528","5.0468117","https://www.google.com/maps/place/?q=place_id:ChIJpcjOvZUNxkcRcrCDgRLGhRM",""
"ChIJzdrIta4_xxQRusPFqwFUvts","Özel İsa Nuri İnce Ağız ve Diş Sağlığı Polikliniği (İnce Smile)","Dentist","Dentist","Altıntop, 1601. Sk. no:8, 20010 Denizli Merkezefendi/Denizli, Türkiye","","Denizli","20010","Türkiye","0555 964 86 36","","http://incesmile.com/","37.774525","29.0854091","https://www.google.com/maps/place/?q=place_id:ChIJzdrIta4_xxQRusPFqwFUvts",""
"ChIJN4nRsBOzzBQRsLptgtIJ8rk","Dişhekimi Elif Kınalı Yurdakul","Dentist","Dentist","Cumhuriyet, Menekşe Sk. No :10 D:2.kat, 54000 Adapazarı/Sakarya, Türkiye","","Sakarya","54000","Türkiye","0541 775 78 98","","https://www.doktortakvimi.com/elif-kinali-2/dis-hekimi/sakarya","40.7778687","30.3934139","https://www.google.com/maps/place/?q=place_id:ChIJN4nRsBOzzBQRsLptgtIJ8rk",""
"ChIJYcYVHl9ebkARVVbqeRlJgec","Adnan Menderes Agiz ve Dis Sagligi Poliklinigi","Dentist","Dentist","Hacı Ahmet Baba, 12 Mart Cd No:30, 25080 Palandöken/Erzurum, Türkiye","","Erzurum","25080","Türkiye","(0442) 316 87 42","","https://maps.google.com/?cid=16681694868525438549","39.883856","41.255069","https://www.google.com/maps/place/?q=place_id:ChIJYcYVHl9ebkARVVbqeRlJgec",""
"ChIJax_Bga4NcEARqsmqFxriG6o","M Migros","Dentist","Dentist","İnönü Mh, Halit Paşa Cd. No:24A, 24050 Erzincan Merkez/Erzincan, Türkiye","","Erzincan","24050","Türkiye","0850 737 7285","","https://www.migros.com.tr/","39.7471395","39.4869939","https://www.google.com/maps/place/?q=place_id:ChIJax_Bga4NcEARqsmqFxriG6o",""
"ChIJx-RByCghLxURl9CvRpaaE5Y","DİŞ HEKİMİ FURKAN DUMAN","Dentist","Dentist","Kurtuluş sağlık ocağı çaprazı, Esenevler, 1538. sokak(Kayalar sokak, 80000 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80000","Türkiye","0544 803 85 55","","https://maps.google.com/?cid=10814157100468392087","37.0764866","36.24609179999999","https://www.google.com/maps/place/?q=place_id:ChIJx-RByCghLxURl9CvRpaaE5Y",""
"ChIJdy5qdmQTyhQRhSRRgtq9wm8","Dentamer Ağız Ve Diş Sağlığı Polikliniği Bursa","Dentist","Dentist","Berk Platin iş merkezi, Ahmet Yesevi, Sanayi Cd. No:521/B, 16140 Ni̇lüfer/Bursa, Türkiye","","Bursa","16140","Türkiye","(0224) 449 08 08","","http://www.denta-mer.com.tr/","40.2690398","28.9469308","https://www.google.com/maps/place/?q=place_id:ChIJdy5qdmQTyhQRhSRRgtq9wm8",""
"ChIJs8wRt4CPCkARZQhpkWLO6CE","İhc Dent Ağız ve diş sağlığı polikıliniği","Dentist","Dentist","13 Mart, 47200 Artuklu/Mardin, Türkiye","","Mardin","47200","Türkiye","(0482) 502 51 08","","https://maps.google.com/?cid=2443429720590190693","37.3254468","40.7202417","https://www.google.com/maps/place/?q=place_id:ChIJs8wRt4CPCkARZQhpkWLO6CE",""
"ChIJy5LZW0a3fUARj3dAFPjHJKs","Denthol Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Yeşilırmak, Sıtkı Ulaşoğlu 2. Sk. No:10/D, 60100 Tokat Merkez/Tokat, Türkiye","","Tokat","60100","Türkiye","(0356) 213 13 60","","http://denthol.com/","40.3294777","36.5519343","https://www.google.com/maps/place/?q=place_id:ChIJy5LZW0a3fUARj3dAFPjHJKs",""
"ChIJIwMyNpG3yhQRPsXYlT6qF40","İstadental - Zahnklinik - Dental Clinic","Dentist","Dentist","Dikilitaş Mah. Hakkı Yeten Cad. No:10/C Selenium Plaza Kat:15, Dikilitaş, 34353 Beşiktaş/İstanbul, Türkiye","","İstanbul","34353","Türkiye","069 33299962","","http://www.istadentalclinic.com/de","41.054664","29.00014299999999","https://www.google.com/maps/place/?q=place_id:ChIJIwMyNpG3yhQRPsXYlT6qF40",""
"ChIJp_mbuFc9ZEAR2G1YYTgzRq8","DEKODENT AĞIZ ve DİŞ SAĞLIĞI POLİKLİNİĞİ - Trabzon Diş Kliniği","Dentist","Dentist","Fatih, Yavuz Selim Blv. No:336 /A, 61000 Ortahisar/Trabzon, Türkiye","","Trabzon","61000","Türkiye","(0462) 333 44 00","","https://dekodenttrabzon.com/","40.9988578","39.6967049","https://www.google.com/maps/place/?q=place_id:ChIJp_mbuFc9ZEAR2G1YYTgzRq8",""
"ChIJ7bHA6Ew3dkARvP2vFPRORYI","Lumına Dental Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Büyük Hüseyinbey, Üçbağlar, Yunus Emre Cd. No:15, 44300 Battalgazi/Malatya, Türkiye","","Malatya","44300","Türkiye","0555 753 44 44","","https://www.luminadentalgrup.com/","38.3502395","38.3269783","https://www.google.com/maps/place/?q=place_id:ChIJ7bHA6Ew3dkARvP2vFPRORYI",""
"ChIJL3SjFN8JxkcRCe1ky-Ek3nI","TTH Bilderdijk","Dentist","Dentist","Van Oldenbarneveldtstraat 48A, 1052 KC Amsterdam, Netherlands","Amsterdam","Noord-Holland","1052 KC","Netherlands","020 225 2949","","http://www.tthtandheelkunde.nl/","52.3752586","4.8743248","https://www.google.com/maps/place/?q=place_id:ChIJL3SjFN8JxkcRCe1ky-Ek3nI",""
"ChIJ1UuMkjGzzBQR9aG_E3sfIQM","Dr. Esra Vuralli","Dentist","Dentist","Pabuçcular Mah. 698, Papuççular, 708 Nolu Sk, 54100 Adapazarı/Sakarya, Türkiye","","Sakarya","54100","Türkiye","(0264) 273 91 45","","https://maps.google.com/?cid=225496069817999861","40.7688961","30.3960193","https://www.google.com/maps/place/?q=place_id:ChIJ1UuMkjGzzBQR9aG_E3sfIQM",""
"ChIJzanhgcwMcEAR7RBehXA7SA4","ÇİÇEK ECZANESİ","Dentist","Dentist","Neon Hastanesi Karşısında, Ergan Alışveriş, Mimar Sinan, Halit Paşa Cd. No:131C, 24050 Erzincan Merkez/Erzincan, Türkiye","","Erzincan","24050","Türkiye","(0446) 212 20 05","","https://maps.google.com/?cid=1029137869314068717","39.7478049","39.4690825","https://www.google.com/maps/place/?q=place_id:ChIJzanhgcwMcEAR7RBehXA7SA4",""
"ChIJVW0V4bS_Z0AR2jza6_kW4Q8","Özel Hopadent Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Merkez Kuledibi mah. 130 sok. Ali Küçükali İş Merkezi no:7 İç kapı No: 10, Merkez Kuledibi, 08600 Hopa/Artvin, Türkiye","","Artvin","08600","Türkiye","(0466) 351 23 12","","https://www.hopadent.com/","41.3961951","41.4220613","https://www.google.com/maps/place/?q=place_id:ChIJVW0V4bS_Z0AR2jza6_kW4Q8",""
"ChIJnTcvKI_lyhQRJgZvQO8_7XU","Dt. Görkem Kaya, Diş Hekimi","Dentist","Dentist","Rüstem Paşa, Çeşme Sk. No:2/4, 77200 Yalova Merkez/Yalova, Türkiye","","Yalova","77200","Türkiye","0850 333 8344","","https://www.doktortakvimi.com/gorkem-kaya/dis-hekimi/yalova?utm_source=google&utm_medium=gmb&utm_campaign=253210&utm_content=website","40.65570210000001","29.2703345","https://www.google.com/maps/place/?q=place_id:ChIJnTcvKI_lyhQRJgZvQO8_7XU",""
